window_count,trajectory_fraction,replicate,result_source,window_overlap_connected,included_in_valid_only_analysis,exclusion_reason,rmse_wham,avg_total_std,avg_total_variance,mean_crps_kj_mol,wham_inclusion_68,wham_inclusion_95,max_r_hat,min_effective_sample_size,divergence_count,r_hat_above_1p05,ess_below_100,failure_reason
10,0.4,5,nuts,False,False,failed_sampler_diagnostics,22.46923408683644,3.711077904886205,14.250562873571898,18.601057451774217,0.05,0.1,1.0417766259704528,34.584077850488626,0,False,True,failed_sampler_diagnostics
10,0.6,1,nuts,False,False,failed_sampler_diagnostics,12.295153833478922,0.49041767027289024,0.3382087880857533,9.611047937270929,0.0125,0.0375,1.0109779286099616,95.86611676232167,0,False,True,failed_sampler_diagnostics
10,0.6,3,nuts,False,False,failed_sampler_diagnostics,11.800679212030346,3.2306527095770528,10.75990386287793,8.377637861736419,0.075,0.3125,1.046978128396948,67.75916630263623,0,False,True,failed_sampler_diagnostics
10,0.6,5,nuts,False,False,failed_sampler_diagnostics,16.373623509911504,3.3895260923863306,11.742638223762153,13.228709718982861,0.05,0.1,1.0512578017684528,43.16914277188398,0,True,True,failed_sampler_diagnostics
10,0.8,2,nuts,False,False,failed_sampler_diagnostics,12.661005124948275,3.337356264743981,11.303696813932058,9.507152421264701,0.125,0.425,1.0326115914357805,42.45815727897585,0,False,True,failed_sampler_diagnostics
10,0.8,3,nuts,False,False,failed_sampler_diagnostics,20.93757648374039,2.5352466408698637,6.792996704160087,17.596010851623657,0.0375,0.0875,1.0374400639246508,73.48409844283162,0,False,True,failed_sampler_diagnostics
10,0.8,4,nuts,False,False,failed_sampler_diagnostics,13.62465558547392,3.292682874532054,10.965610504472332,11.374146274574844,0.075,0.075,1.0126894645480358,89.44260615878446,0,False,True,failed_sampler_diagnostics
10,0.9,2,nuts,False,False,failed_sampler_diagnostics,8.367459524391506,1.3545076580727682,2.283042731957607,7.064874791380636,0.05,0.1375,1.0294972711985468,53.1045245978491,0,False,True,failed_sampler_diagnostics
10,0.9,3,nuts,False,False,failed_sampler_diagnostics,15.502736200792738,0.7841101298312221,0.6950537905452692,12.026959995167378,0.0375,0.05,1.0247120243317265,93.3741149923054,0,False,True,failed_sampler_diagnostics
10,0.9,4,nuts,False,False,failed_sampler_diagnostics,17.151682318464932,1.297862544662326,1.8958063052050904,12.100317491666729,0.025,0.05,1.0240708217663799,40.56323170852389,0,False,True,failed_sampler_diagnostics
10,0.9,5,nuts,False,False,failed_sampler_diagnostics,12.108461408050092,3.041240478171515,9.460298432509457,9.203060151816334,0.075,0.325,1.0165682280309014,78.59830291328575,0,False,True,failed_sampler_diagnostics
10,1.0,3,nuts,False,False,failed_sampler_diagnostics,20.039950251586795,2.8592598317587656,8.533924372103709,13.264459932748142,0.2375,0.3875,1.0232780696781076,66.2743972183453,0,False,True,failed_sampler_diagnostics
10,1.0,4,nuts,False,False,failed_sampler_diagnostics,17.39829622203921,1.3191762762727934,2.316093703861417,11.929486275274114,0.025,0.075,1.0653997974441989,61.15837712139424,0,True,True,failed_sampler_diagnostics
10,1.0,5,nuts,False,False,failed_sampler_diagnostics,8.888975331187748,1.1788087791966262,1.979588390786602,7.799852737828178,0.0125,0.05,1.0256409953807908,71.11584466762409,0,False,True,failed_sampler_diagnostics
13,0.04,2,nuts,False,False,failed_sampler_diagnostics,14.823644471201293,3.070696847196201,9.626844341177923,11.589333593968751,0.0,0.2875,1.009190659918183,70.3741535746081,0,False,True,failed_sampler_diagnostics
13,0.04,4,nuts,False,False,failed_sampler_diagnostics,18.722756771069193,0.9974452010202459,1.5710442773415925,13.568351327888951,0.05,0.1,1.0175224699842589,76.56939881568566,0,False,True,failed_sampler_diagnostics
13,0.063,5,nuts,False,False,failed_sampler_diagnostics,17.069074063173794,2.9131819672011736,8.567242755108513,13.861169376762865,0.05,0.0625,1.0139280085523745,87.47020625937769,0,False,True,failed_sampler_diagnostics
13,0.1,4,nuts,False,False,failed_sampler_diagnostics,13.51031772004791,3.003966723913213,9.24601991002656,9.812061516500503,0.1125,0.225,1.0235551705698076,91.6625938451217,0,False,True,failed_sampler_diagnostics
