# phi,psi,free_energy_kJ_per_mol
-1.134464013796314230e+00,2.356194490192344837e+00,1.888500683633506760e+00
-9.599310885968812546e-01,2.356194490192344837e+00,3.759788214938548201e+00
-7.853981633974482790e-01,2.356194490192344837e+00,7.220721541170545876e+00
-6.108652381980153034e-01,2.356194490192344837e+00,1.199247915956117794e+01
-4.363323129985823279e-01,2.356194490192344837e+00,1.795850441591299074e+01
-2.617993877991495744e-01,2.356194490192344837e+00,2.452593773923821985e+01
-8.726646259971659880e-02,2.356194490192344837e+00,3.044956836935200073e+01
8.726646259971637676e-02,2.356194490192344837e+00,3.533426278179454982e+01
2.617993877991493523e-01,2.356194490192344837e+00,3.773856564224917065e+01
4.363323129985823279e-01,2.356194490192344837e+00,3.697842609926858870e+01
6.108652381980153034e-01,2.356194490192344837e+00,3.189159360954744926e+01
7.853981633974482790e-01,2.356194490192344837e+00,2.560960039042600300e+01
9.599310885968810325e-01,2.356194490192344837e+00,2.072945030196030558e+01
1.134464013796313786e+00,2.356194490192344837e+00,1.928847611890505931e+01
1.308996938995746984e+00,2.356194490192344837e+00,2.191824488181874031e+01
1.483529864195180181e+00,2.356194490192344837e+00,2.826269165409206252e+01
1.658062789394612935e+00,2.356194490192344837e+00,3.685143389241602563e+01
1.832595714594045688e+00,2.356194490192344837e+00,4.553158625401184167e+01
2.007128639793478886e+00,2.356194490192344837e+00,5.302721353357895850e+01
2.181661564992912083e+00,2.356194490192344837e+00,5.720344478784312514e+01
2.356194490192344837e+00,2.356194490192344837e+00,5.601742648441073413e+01
2.530727415391777591e+00,2.356194490192344837e+00,5.029820761677680707e+01
2.705260340591210344e+00,2.356194490192344837e+00,4.186361441564720565e+01
2.879793265790643542e+00,2.356194490192344837e+00,3.167343789657133257e+01
3.054326190990076739e+00,2.356194490192344837e+00,2.180948708771627054e+01
-3.054326190990076739e+00,2.530727415391777591e+00,1.197934676653193442e+01
-2.879793265790643986e+00,2.530727415391777591e+00,6.079960814871803620e+00
-2.705260340591210788e+00,2.530727415391777591e+00,2.667698275809836872e+00
-2.530727415391777591e+00,2.530727415391777591e+00,1.502767100664540223e+00
-2.356194490192344837e+00,2.530727415391777591e+00,1.695761131832688839e+00
-2.181661564992912083e+00,2.530727415391777591e+00,2.579991678633794194e+00
-2.007128639793479330e+00,2.530727415391777591e+00,3.068112483422046566e+00
-1.832595714594046132e+00,2.530727415391777591e+00,2.869700651756724064e+00
-1.658062789394612935e+00,2.530727415391777591e+00,2.208455175578428076e+00
-1.483529864195180181e+00,2.530727415391777591e+00,1.203946142679660269e+00
-1.308996938995746984e+00,2.530727415391777591e+00,4.280631045487517383e-01
-1.134464013796314230e+00,2.530727415391777591e+00,9.106865115552000844e-01
-9.599310885968812546e-01,2.530727415391777591e+00,3.077665894607246599e+00
-7.853981633974482790e-01,2.530727415391777591e+00,6.927133582325988748e+00
-6.108652381980153034e-01,2.530727415391777591e+00,1.273305157976379753e+01
-4.363323129985823279e-01,2.530727415391777591e+00,1.975096173241889375e+01
-2.617993877991495744e-01,2.530727415391777591e+00,2.736939640516202843e+01
-8.726646259971659880e-02,2.530727415391777591e+00,3.449566737796599369e+01
8.726646259971637676e-02,2.530727415391777591e+00,4.008209486191445592e+01
2.617993877991493523e-01,2.530727415391777591e+00,4.205979245578677705e+01
4.363323129985823279e-01,2.530727415391777591e+00,3.937838489762680894e+01
6.108652381980153034e-01,2.530727415391777591e+00,3.244735263247312673e+01
7.853981633974482790e-01,2.530727415391777591e+00,2.469996341401794027e+01
9.599310885968810325e-01,2.530727415391777591e+00,1.903684448370750104e+01
1.134464013796313786e+00,2.530727415391777591e+00,1.721806182254020712e+01
1.308996938995746984e+00,2.530727415391777591e+00,2.004037916959985210e+01
1.483529864195180181e+00,2.530727415391777591e+00,2.659087756837597993e+01
1.658062789394612935e+00,2.530727415391777591e+00,3.540036052453720572e+01
1.832595714594045688e+00,2.530727415391777591e+00,4.441396824297559931e+01
2.007128639793478886e+00,2.530727415391777591e+00,5.201507667270762170e+01
2.181661564992912083e+00,2.530727415391777591e+00,5.604122323983480669e+01
2.356194490192344837e+00,2.530727415391777591e+00,5.486329858079255928e+01
2.530727415391777591e+00,2.530727415391777591e+00,4.901995282403413512e+01
2.705260340591210344e+00,2.530727415391777591e+00,4.024867714081904069e+01
2.879793265790643542e+00,2.530727415391777591e+00,2.997406787766507819e+01
3.054326190990076739e+00,2.530727415391777591e+00,2.013877184341592397e+01
-3.054326190990076739e+00,2.705260340591210344e+00,1.087531348397333986e+01
-2.879793265790643986e+00,2.705260340591210344e+00,5.103629275697016965e+00
-2.705260340591210788e+00,2.705260340591210344e+00,1.754541619895953808e+00
-2.530727415391777591e+00,2.705260340591210344e+00,5.528671354305991770e-01
-2.356194490192344837e+00,2.705260340591210344e+00,7.785743202164496779e-01
-2.181661564992912083e+00,2.705260340591210344e+00,1.900968280154772039e+00
-2.007128639793479330e+00,2.705260340591210344e+00,2.510694104280755568e+00
-1.832595714594046132e+00,2.705260340591210344e+00,2.327311709744382284e+00
-1.658062789394612935e+00,2.705260340591210344e+00,1.672836847097524782e+00
-1.483529864195180181e+00,2.705260340591210344e+00,6.351981135000865919e-01
-1.308996938995746984e+00,2.705260340591210344e+00,0.000000000000000000e+00
-1.134464013796314230e+00,2.705260340591210344e+00,8.784614461047883793e-01
-9.599310885968812546e-01,2.705260340591210344e+00,3.483881442906641368e+00
-7.853981633974482790e-01,2.705260340591210344e+00,8.418697279057926863e+00
-6.108652381980153034e-01,2.705260340591210344e+00,1.538602478819520414e+01
-4.363323129985823279e-01,2.705260340591210344e+00,2.368895558750252661e+01
-2.617993877991495744e-01,2.705260340591210344e+00,3.233153436329084229e+01
-8.726646259971659880e-02,2.705260340591210344e+00,4.019428164207305798e+01
8.726646259971637676e-02,2.705260340591210344e+00,4.577047657536233771e+01
2.617993877991493523e-01,2.705260340591210344e+00,4.649703221445173540e+01
4.363323129985823279e-01,2.705260340591210344e+00,4.021261161792700989e+01
6.108652381980153034e-01,2.705260340591210344e+00,3.154722852303079250e+01
7.853981633974482790e-01,2.705260340591210344e+00,2.264191739547475279e+01
9.599310885968810325e-01,2.705260340591210344e+00,1.677806268124403033e+01
1.134464013796313786e+00,2.705260340591210344e+00,1.532158010290279293e+01
1.308996938995746984e+00,2.705260340591210344e+00,1.859179989200588068e+01
1.483529864195180181e+00,2.705260340591210344e+00,2.560692281346696220e+01
1.658062789394612935e+00,2.705260340591210344e+00,3.476667826916228421e+01
1.832595714594045688e+00,2.705260340591210344e+00,4.379460889834021486e+01
2.007128639793478886e+00,2.705260340591210344e+00,5.145391802358629718e+01
2.181661564992912083e+00,2.705260340591210344e+00,5.562800636276465127e+01
2.356194490192344837e+00,2.705260340591210344e+00,5.453624583831937400e+01
2.530727415391777591e+00,2.705260340591210344e+00,4.842902127169551818e+01
2.705260340591210344e+00,2.705260340591210344e+00,3.951323739617789954e+01
2.879793265790643542e+00,2.705260340591210344e+00,2.901092937412058603e+01
3.054326190990076739e+00,2.705260340591210344e+00,1.915221177921762674e+01
-3.054326190990076739e+00,2.879793265790643542e+00,1.104591961097028552e+01
-2.879793265790643986e+00,2.879793265790643542e+00,5.142001766669171303e+00
-2.705260340591210788e+00,2.879793265790643542e+00,1.925550794246002617e+00
-2.530727415391777591e+00,2.879793265790643542e+00,8.582530273629291884e-01
-2.356194490192344837e+00,2.879793265790643542e+00,1.022113293513152499e+00
-2.181661564992912083e+00,2.879793265790643542e+00,2.081375313308804209e+00
-2.007128639793479330e+00,2.879793265790643542e+00,2.854601794890486488e+00
-1.832595714594046132e+00,2.879793265790643542e+00,2.749851681900413958e+00
-1.658062789394612935e+00,2.879793265790643542e+00,2.054276110263872468e+00
-1.483529864195180181e+00,2.879793265790643542e+00,1.209879795038270700e+00
-1.308996938995746984e+00,2.879793265790643542e+00,9.013272743929388042e-01
-1.134464013796314230e+00,2.879793265790643542e+00,2.136395799316138877e+00
-9.599310885968812546e-01,2.879793265790643542e+00,5.631285845630643827e+00
-7.853981633974482790e-01,2.879793265790643542e+00,1.177349101989949176e+01
-6.108652381980153034e-01,2.879793265790643542e+00,2.005139278513289014e+01
-4.363323129985823279e-01,2.879793265790643542e+00,2.942763958841890215e+01
-2.617993877991495744e-01,2.879793265790643542e+00,3.894958859167380183e+01
-8.726646259971659880e-02,2.879793265790643542e+00,4.714405472243545603e+01
8.726646259971637676e-02,2.879793265790643542e+00,5.198635035372385005e+01
2.617993877991493523e-01,2.879793265790643542e+00,4.925613097544655261e+01
4.363323129985823279e-01,2.879793265790643542e+00,3.992058230991605683e+01
6.108652381980153034e-01,2.879793265790643542e+00,2.966164347559152858e+01
7.853981633974482790e-01,2.879793265790643542e+00,2.061223193369427520e+01
9.599310885968810325e-01,2.879793265790643542e+00,1.499334747346653174e+01
1.134464013796313786e+00,2.879793265790643542e+00,1.418385058325385728e+01
1.308996938995746984e+00,2.879793265790643542e+00,1.816386883815219022e+01
1.483529864195180181e+00,2.879793265790643542e+00,2.577054677640454372e+01
1.658062789394612935e+00,2.879793265790643542e+00,3.520226590611677864e+01
1.832595714594045688e+00,2.879793265790643542e+00,4.459836091610830522e+01
2.007128639793478886e+00,2.879793265790643542e+00,5.242203736616370691e+01
2.181661564992912083e+00,2.879793265790643542e+00,5.650947831355742323e+01
2.356194490192344837e+00,2.879793265790643542e+00,5.548278134581171628e+01
2.530727415391777591e+00,2.879793265790643542e+00,4.947236774633296363e+01
2.705260340591210344e+00,2.879793265790643542e+00,4.024852304150429205e+01
2.879793265790643542e+00,2.879793265790643542e+00,2.948999222033565815e+01
3.054326190990076739e+00,2.879793265790643542e+00,1.937845835794566085e+01
-3.054326190990076739e+00,3.054326190990076739e+00,1.282415103211522833e+01
-2.879793265790643986e+00,3.054326190990076739e+00,6.847381029062390212e+00
-2.705260340591210788e+00,3.054326190990076739e+00,3.527338315551161507e+00
-2.530727415391777591e+00,3.054326190990076739e+00,2.316136862911832850e+00
-2.356194490192344837e+00,3.054326190990076739e+00,2.702568910998108365e+00
-2.181661564992912083e+00,3.054326190990076739e+00,3.551048382073996201e+00
-2.007128639793479330e+00,3.054326190990076739e+00,4.462435451889463778e+00
-1.832595714594046132e+00,3.054326190990076739e+00,4.187202451980673423e+00
-1.658062789394612935e+00,3.054326190990076739e+00,3.811869374645990405e+00
-1.483529864195180181e+00,3.054326190990076739e+00,3.016175467531358123e+00
-1.308996938995746984e+00,3.054326190990076739e+00,3.028587559084594538e+00
-1.134464013796314230e+00,3.054326190990076739e+00,4.905634298515217928e+00
-9.599310885968812546e-01,3.054326190990076739e+00,9.728879192247562813e+00
-7.853981633974482790e-01,3.054326190990076739e+00,1.692222665426670858e+01
-6.108652381980153034e-01,3.054326190990076739e+00,2.646806052789073860e+01
-4.363323129985823279e-01,3.054326190990076739e+00,3.728871252807914516e+01
-2.617993877991495744e-01,3.054326190990076739e+00,4.697150000619231491e+01
-8.726646259971659880e-02,3.054326190990076739e+00,5.445610197167067668e+01
8.726646259971637676e-02,3.054326190990076739e+00,5.641780840582266876e+01
2.617993877991493523e-01,3.054326190990076739e+00,4.965349726376022943e+01
4.363323129985823279e-01,3.054326190990076739e+00,3.873559346904819733e+01
6.108652381980153034e-01,3.054326190990076739e+00,2.770809031417950408e+01
7.853981633974482790e-01,3.054326190990076739e+00,1.894739250695243982e+01
9.599310885968810325e-01,3.054326190990076739e+00,1.403308095409030543e+01
1.134464013796313786e+00,3.054326190990076739e+00,1.418843259321136685e+01
1.308996938995746984e+00,3.054326190990076739e+00,1.894219466426697807e+01
1.483529864195180181e+00,3.054326190990076739e+00,2.709833466598289675e+01
1.658062789394612935e+00,3.054326190990076739e+00,3.697042467468624949e+01
1.832595714594045688e+00,3.054326190990076739e+00,4.644798457040585049e+01
2.007128639793478886e+00,3.054326190990076739e+00,5.443256360959546214e+01
2.181661564992912083e+00,3.054326190990076739e+00,5.880466052059664150e+01
2.356194490192344837e+00,3.054326190990076739e+00,5.788416526018259844e+01
2.530727415391777591e+00,3.054326190990076739e+00,5.154292898915434762e+01
2.705260340591210344e+00,3.054326190990076739e+00,4.254072720938331997e+01
2.879793265790643542e+00,3.054326190990076739e+00,3.166877205983388777e+01
3.054326190990076739e+00,3.054326190990076739e+00,2.144797042712088597e+01
