# phi,psi,free_energy_kJ_per_mol
-1.308996938995746984e+00,-1.308996938995746984e+00,1.502976348806120654e+01
-1.134464013796314230e+00,-1.308996938995746984e+00,1.590498872715641099e+01
-9.599310885968812546e-01,-1.308996938995746984e+00,1.788112481653126196e+01
-7.853981633974482790e-01,-1.308996938995746984e+00,2.025806071974519540e+01
-6.108652381980153034e-01,-1.308996938995746984e+00,2.295869027025679543e+01
-4.363323129985823279e-01,-1.308996938995746984e+00,2.580710543535469625e+01
-2.617993877991495744e-01,-1.308996938995746984e+00,2.820248894751272317e+01
-8.726646259971659880e-02,-1.308996938995746984e+00,2.985462585500514265e+01
8.726646259971637676e-02,-1.308996938995746984e+00,3.100869747186037273e+01
2.617993877991493523e-01,-1.308996938995746984e+00,3.088966671453690083e+01
4.363323129985823279e-01,-1.308996938995746984e+00,2.948881022503964999e+01
6.108652381980153034e-01,-1.308996938995746984e+00,2.557921508790705900e+01
7.853981633974482790e-01,-1.308996938995746984e+00,2.147646284697800567e+01
9.599310885968810325e-01,-1.308996938995746984e+00,1.841122888033989113e+01
1.134464013796313786e+00,-1.308996938995746984e+00,1.847934816721275553e+01
1.308996938995746984e+00,-1.308996938995746984e+00,2.276920958797548877e+01
1.483529864195180181e+00,-1.308996938995746984e+00,3.086818734867271274e+01
1.658062789394612935e+00,-1.308996938995746984e+00,4.121907656589111468e+01
1.832595714594045688e+00,-1.308996938995746984e+00,5.148448371749879016e+01
2.007128639793478886e+00,-1.308996938995746984e+00,6.030522652516209803e+01
2.181661564992912083e+00,-1.308996938995746984e+00,6.559488111685746503e+01
2.356194490192344837e+00,-1.308996938995746984e+00,6.604672164895262654e+01
2.530727415391777591e+00,-1.308996938995746984e+00,6.217821764918193139e+01
2.705260340591210344e+00,-1.308996938995746984e+00,5.500775485794565611e+01
2.879793265790643542e+00,-1.308996938995746984e+00,4.575557347239892181e+01
3.054326190990076739e+00,-1.308996938995746984e+00,3.661663395133977872e+01
-3.054326190990076739e+00,-1.134464013796314230e+00,2.549427175834784975e+01
-2.879793265790643986e+00,-1.134464013796314230e+00,1.964887290190203117e+01
-2.705260340591210788e+00,-1.134464013796314230e+00,1.621291377992718097e+01
-2.530727415391777591e+00,-1.134464013796314230e+00,1.469799583772793561e+01
-2.356194490192344837e+00,-1.134464013796314230e+00,1.452429809246203263e+01
-2.181661564992912083e+00,-1.134464013796314230e+00,1.495830643756273659e+01
-2.007128639793479330e+00,-1.134464013796314230e+00,1.503279934882734281e+01
-1.832595714594046132e+00,-1.134464013796314230e+00,1.439698996113628837e+01
-1.658062789394612935e+00,-1.134464013796314230e+00,1.346848920581942366e+01
-1.483529864195180181e+00,-1.134464013796314230e+00,1.223554176272960170e+01
-1.308996938995746984e+00,-1.134464013796314230e+00,1.144639566928771401e+01
-1.134464013796314230e+00,-1.134464013796314230e+00,1.164681293354026614e+01
-9.599310885968812546e-01,-1.134464013796314230e+00,1.309876167806429059e+01
-7.853981633974482790e-01,-1.134464013796314230e+00,1.557461026094475365e+01
-6.108652381980153034e-01,-1.134464013796314230e+00,1.869763664951817717e+01
-4.363323129985823279e-01,-1.134464013796314230e+00,2.254638662700887153e+01
-2.617993877991495744e-01,-1.134464013796314230e+00,2.631335026516062925e+01
-8.726646259971659880e-02,-1.134464013796314230e+00,2.974974603609752677e+01
8.726646259971637676e-02,-1.134464013796314230e+00,3.289286870508855287e+01
2.617993877991493523e-01,-1.134464013796314230e+00,3.332318996447312998e+01
4.363323129985823279e-01,-1.134464013796314230e+00,3.182751323252239573e+01
6.108652381980153034e-01,-1.134464013796314230e+00,2.713340144565925627e+01
7.853981633974482790e-01,-1.134464013796314230e+00,2.169439708257725741e+01
9.599310885968810325e-01,-1.134464013796314230e+00,1.783023849382407988e+01
1.134464013796313786e+00,-1.134464013796314230e+00,1.725288198053969779e+01
1.308996938995746984e+00,-1.134464013796314230e+00,2.112919921345106644e+01
1.483529864195180181e+00,-1.134464013796314230e+00,2.892498955725717025e+01
1.658062789394612935e+00,-1.134464013796314230e+00,3.941496765090654719e+01
1.832595714594045688e+00,-1.134464013796314230e+00,4.977362401898787425e+01
2.007128639793478886e+00,-1.134464013796314230e+00,5.846154019661290135e+01
2.181661564992912083e+00,-1.134464013796314230e+00,6.346138050303241585e+01
2.356194490192344837e+00,-1.134464013796314230e+00,6.347155308191160827e+01
2.530727415391777591e+00,-1.134464013796314230e+00,5.917047591735926915e+01
2.705260340591210344e+00,-1.134464013796314230e+00,5.173148590122831081e+01
2.879793265790643542e+00,-1.134464013796314230e+00,4.239337587238989613e+01
3.054326190990076739e+00,-1.134464013796314230e+00,3.333166338605368395e+01
-3.054326190990076739e+00,-9.599310885968812546e-01,2.283436021118836834e+01
-2.879793265790643986e+00,-9.599310885968812546e-01,1.716986227444325053e+01
-2.705260340591210788e+00,-9.599310885968812546e-01,1.403742289113328923e+01
-2.530727415391777591e+00,-9.599310885968812546e-01,1.270405620830246818e+01
-2.356194490192344837e+00,-9.599310885968812546e-01,1.269859054587832325e+01
-2.181661564992912083e+00,-9.599310885968812546e-01,1.293177796469597673e+01
-2.007128639793479330e+00,-9.599310885968812546e-01,1.268580049220422268e+01
-1.832595714594046132e+00,-9.599310885968812546e-01,1.182251853750447879e+01
-1.658062789394612935e+00,-9.599310885968812546e-01,1.057756493030655065e+01
-1.483529864195180181e+00,-9.599310885968812546e-01,8.935530047672054721e+00
-1.308996938995746984e+00,-9.599310885968812546e-01,7.686531871445179576e+00
-1.134464013796314230e+00,-9.599310885968812546e-01,7.670447014793100315e+00
-9.599310885968812546e-01,-9.599310885968812546e-01,9.062613456604518447e+00
-7.853981633974482790e-01,-9.599310885968812546e-01,1.185686136325663576e+01
-6.108652381980153034e-01,-9.599310885968812546e-01,1.571436724113633687e+01
-4.363323129985823279e-01,-9.599310885968812546e-01,2.071885426646467110e+01
-2.617993877991495744e-01,-9.599310885968812546e-01,2.643662444415547341e+01
-8.726646259971659880e-02,-9.599310885968812546e-01,3.168593775131511947e+01
8.726646259971637676e-02,-9.599310885968812546e-01,3.591044128627147813e+01
2.617993877991493523e-01,-9.599310885968812546e-01,3.685010529788140587e+01
4.363323129985823279e-01,-9.599310885968812546e-01,3.375489862625123294e+01
6.108652381980153034e-01,-9.599310885968812546e-01,2.807546962114039246e+01
7.853981633974482790e-01,-9.599310885968812546e-01,2.158976295698865044e+01
9.599310885968810325e-01,-9.599310885968812546e-01,1.703174645892699246e+01
1.134464013796313786e+00,-9.599310885968812546e-01,1.591232324340920812e+01
1.308996938995746984e+00,-9.599310885968812546e-01,1.934157173060610546e+01
1.483529864195180181e+00,-9.599310885968812546e-01,2.721419491588898509e+01
1.658062789394612935e+00,-9.599310885968812546e-01,3.753256676184398088e+01
1.832595714594045688e+00,-9.599310885968812546e-01,4.775728042471963875e+01
2.007128639793478886e+00,-9.599310885968812546e-01,5.646458185658576667e+01
2.181661564992912083e+00,-9.599310885968812546e-01,6.101026384772815447e+01
2.356194490192344837e+00,-9.599310885968812546e-01,6.068255688502321732e+01
2.530727415391777591e+00,-9.599310885968812546e-01,5.628103907304907239e+01
2.705260340591210344e+00,-9.599310885968812546e-01,4.866395562484781578e+01
2.879793265790643542e+00,-9.599310885968812546e-01,3.926286279231582910e+01
3.054326190990076739e+00,-9.599310885968812546e-01,3.039769043849183205e+01
-3.054326190990076739e+00,-7.853981633974482790e-01,2.127160769824993025e+01
-2.879793265790643986e+00,-7.853981633974482790e-01,1.588411128761083901e+01
-2.705260340591210788e+00,-7.853981633974482790e-01,1.277028117273448871e+01
-2.530727415391777591e+00,-7.853981633974482790e-01,1.158885594777389194e+01
-2.356194490192344837e+00,-7.853981633974482790e-01,1.135943828563312152e+01
-2.181661564992912083e+00,-7.853981633974482790e-01,1.145188200666771650e+01
-2.007128639793479330e+00,-7.853981633974482790e-01,1.075806571478576856e+01
-1.832595714594046132e+00,-7.853981633974482790e-01,9.601817448015198764e+00
-1.658062789394612935e+00,-7.853981633974482790e-01,8.039927409479959763e+00
-1.483529864195180181e+00,-7.853981633974482790e-01,6.059656422353549843e+00
-1.308996938995746984e+00,-7.853981633974482790e-01,4.683731653769542369e+00
-1.134464013796314230e+00,-7.853981633974482790e-01,4.658421705691774051e+00
-9.599310885968812546e-01,-7.853981633974482790e-01,6.120000850575070039e+00
-7.853981633974482790e-01,-7.853981633974482790e-01,9.646594868995480354e+00
-6.108652381980153034e-01,-7.853981633974482790e-01,1.474417390958018359e+01
-4.363323129985823279e-01,-7.853981633974482790e-01,2.129588516537369003e+01
-2.617993877991495744e-01,-7.853981633974482790e-01,2.880877646804585623e+01
-8.726646259971659880e-02,-7.853981633974482790e-01,3.540571045267805061e+01
8.726646259971637676e-02,-7.853981633974482790e-01,3.969052030763097605e+01
2.617993877991493523e-01,-7.853981633974482790e-01,3.934203635631789098e+01
4.363323129985823279e-01,-7.853981633974482790e-01,3.483767111262407212e+01
6.108652381980153034e-01,-7.853981633974482790e-01,2.811232057569144516e+01
7.853981633974482790e-01,-7.853981633974482790e-01,2.106726022596777526e+01
9.599310885968810325e-01,-7.853981633974482790e-01,1.602594070033700646e+01
1.134464013796313786e+00,-7.853981633974482790e-01,1.485805714454768278e+01
1.308996938995746984e+00,-7.853981633974482790e-01,1.816148198445984718e+01
1.483529864195180181e+00,-7.853981633974482790e-01,2.601711382760977997e+01
1.658062789394612935e+00,-7.853981633974482790e-01,3.608101559264176927e+01
1.832595714594045688e+00,-7.853981633974482790e-01,4.616597078954714561e+01
2.007128639793478886e+00,-7.853981633974482790e-01,5.469594831540835855e+01
2.181661564992912083e+00,-7.853981633974482790e-01,5.931385371856650579e+01
2.356194490192344837e+00,-7.853981633974482790e-01,5.893693556637272479e+01
2.530727415391777591e+00,-7.853981633974482790e-01,5.413295233503278325e+01
2.705260340591210344e+00,-7.853981633974482790e-01,4.687096877102909787e+01
2.879793265790643542e+00,-7.853981633974482790e-01,3.756277112618067804e+01
3.054326190990076739e+00,-7.853981633974482790e-01,2.873411859428386350e+01
-3.054326190990076739e+00,-6.108652381980153034e-01,2.113749527031174580e+01
-2.879793265790643986e+00,-6.108652381980153034e-01,1.571769372160354550e+01
-2.705260340591210788e+00,-6.108652381980153034e-01,1.261237392345330832e+01
-2.530727415391777591e+00,-6.108652381980153034e-01,1.120602320667526008e+01
-2.356194490192344837e+00,-6.108652381980153034e-01,1.059155424281954261e+01
-2.181661564992912083e+00,-6.108652381980153034e-01,1.010247522573694212e+01
-2.007128639793479330e+00,-6.108652381980153034e-01,8.925490191849650756e+00
-1.832595714594046132e+00,-6.108652381980153034e-01,7.408889814646915539e+00
-1.658062789394612935e+00,-6.108652381980153034e-01,5.789297443328834447e+00
-1.483529864195180181e+00,-6.108652381980153034e-01,3.668361280227599330e+00
-1.308996938995746984e+00,-6.108652381980153034e-01,2.355803055598744145e+00
-1.134464013796314230e+00,-6.108652381980153034e-01,2.532384750869997703e+00
-9.599310885968812546e-01,-6.108652381980153034e-01,4.703628497362555727e+00
-7.853981633974482790e-01,-6.108652381980153034e-01,9.210071238649913283e+00
-6.108652381980153034e-01,-6.108652381980153034e-01,1.601094824697940666e+01
-4.363323129985823279e-01,-6.108652381980153034e-01,2.424745930458581000e+01
-2.617993877991495744e-01,-6.108652381980153034e-01,3.284398312058080904e+01
-8.726646259971659880e-02,-6.108652381980153034e-01,3.943405729207253074e+01
8.726646259971637676e-02,-6.108652381980153034e-01,4.275703046927579010e+01
2.617993877991493523e-01,-6.108652381980153034e-01,4.129447918740719814e+01
4.363323129985823279e-01,-6.108652381980153034e-01,3.558994928431140181e+01
6.108652381980153034e-01,-6.108652381980153034e-01,2.833049308339055017e+01
7.853981633974482790e-01,-6.108652381980153034e-01,2.062217818223398424e+01
9.599310885968810325e-01,-6.108652381980153034e-01,1.539176061309271581e+01
1.134464013796313786e+00,-6.108652381980153034e-01,1.406696898752252878e+01
1.308996938995746984e+00,-6.108652381980153034e-01,1.762296415660325977e+01
1.483529864195180181e+00,-6.108652381980153034e-01,2.523181749809296903e+01
1.658062789394612935e+00,-6.108652381980153034e-01,3.528208282298101750e+01
1.832595714594045688e+00,-6.108652381980153034e-01,4.496536265014430001e+01
2.007128639793478886e+00,-6.108652381980153034e-01,5.357289071785885426e+01
2.181661564992912083e+00,-6.108652381980153034e-01,5.821459939360308056e+01
2.356194490192344837e+00,-6.108652381980153034e-01,5.797415052359764331e+01
2.530727415391777591e+00,-6.108652381980153034e-01,5.345988255796200406e+01
2.705260340591210344e+00,-6.108652381980153034e-01,4.624669285358655202e+01
2.879793265790643542e+00,-6.108652381980153034e-01,3.723518972955302075e+01
3.054326190990076739e+00,-6.108652381980153034e-01,2.856467894995659407e+01
-3.054326190990076739e+00,-4.363323129985823279e-01,2.225145517563482045e+01
-2.879793265790643986e+00,-4.363323129985823279e-01,1.642209798210514293e+01
-2.705260340591210788e+00,-4.363323129985823279e-01,1.276255905365705523e+01
-2.530727415391777591e+00,-4.363323129985823279e-01,1.063038235596265757e+01
-2.356194490192344837e+00,-4.363323129985823279e-01,9.571957697298341117e+00
-2.181661564992912083e+00,-4.363323129985823279e-01,8.627251266203961322e+00
-2.007128639793479330e+00,-4.363323129985823279e-01,7.191702335910761690e+00
-1.832595714594046132e+00,-4.363323129985823279e-01,5.532692613738698029e+00
-1.658062789394612935e+00,-4.363323129985823279e-01,3.716184257873212715e+00
-1.483529864195180181e+00,-4.363323129985823279e-01,1.841986322737481530e+00
-1.308996938995746984e+00,-4.363323129985823279e-01,9.141668330388394992e-01
-1.134464013796314230e+00,-4.363323129985823279e-01,1.575537446046894274e+00
-9.599310885968812546e-01,-4.363323129985823279e-01,4.844541606771139541e+00
-7.853981633974482790e-01,-4.363323129985823279e-01,1.096753883076588032e+01
-6.108652381980153034e-01,-4.363323129985823279e-01,1.943525281431180218e+01
-4.363323129985823279e-01,-4.363323129985823279e-01,2.870774281069821043e+01
-2.617993877991495744e-01,-4.363323129985823279e-01,3.726899218454902041e+01
-8.726646259971659880e-02,-4.363323129985823279e-01,4.296055476059039790e+01
8.726646259971637676e-02,-4.363323129985823279e-01,4.529666553457839484e+01
2.617993877991493523e-01,-4.363323129985823279e-01,4.278691783653735570e+01
4.363323129985823279e-01,-4.363323129985823279e-01,3.586774053727365441e+01
6.108652381980153034e-01,-4.363323129985823279e-01,2.758017923538425720e+01
7.853981633974482790e-01,-4.363323129985823279e-01,1.956969140985855660e+01
9.599310885968810325e-01,-4.363323129985823279e-01,1.431479191710372056e+01
1.134464013796313786e+00,-4.363323129985823279e-01,1.310907730450806064e+01
1.308996938995746984e+00,-4.363323129985823279e-01,1.671078803849163563e+01
1.483529864195180181e+00,-4.363323129985823279e-01,2.446079069859471744e+01
1.658062789394612935e+00,-4.363323129985823279e-01,3.407799045893956702e+01
1.832595714594045688e+00,-4.363323129985823279e-01,4.388609662043640469e+01
2.007128639793478886e+00,-4.363323129985823279e-01,5.241034334534043637e+01
2.181661564992912083e+00,-4.363323129985823279e-01,5.769668878587896188e+01
2.356194490192344837e+00,-4.363323129985823279e-01,5.794412383199112071e+01
2.530727415391777591e+00,-4.363323129985823279e-01,5.410396669371537826e+01
2.705260340591210344e+00,-4.363323129985823279e-01,4.729672156346143197e+01
2.879793265790643542e+00,-4.363323129985823279e-01,3.830154245218351150e+01
3.054326190990076739e+00,-4.363323129985823279e-01,2.968078284050866600e+01
-3.054326190990076739e+00,-2.617993877991495744e-01,2.363697333562069502e+01
-2.879793265790643986e+00,-2.617993877991495744e-01,1.724221470741272810e+01
-2.705260340591210788e+00,-2.617993877991495744e-01,1.262308742752902724e+01
-2.530727415391777591e+00,-2.617993877991495744e-01,9.859861399607511956e+00
-2.356194490192344837e+00,-2.617993877991495744e-01,8.246691009481001089e+00
-2.181661564992912083e+00,-2.617993877991495744e-01,7.196656466022557375e+00
-2.007128639793479330e+00,-2.617993877991495744e-01,5.660027717661230362e+00
-1.832595714594046132e+00,-2.617993877991495744e-01,4.000692766206997320e+00
-1.658062789394612935e+00,-2.617993877991495744e-01,2.550131755139219081e+00
-1.483529864195180181e+00,-2.617993877991495744e-01,9.342697579858931789e-01
-1.308996938995746984e+00,-2.617993877991495744e-01,4.275444568930168998e-01
-1.134464013796314230e+00,-2.617993877991495744e-01,2.213678479672529953e+00
-9.599310885968812546e-01,-2.617993877991495744e-01,6.800197043177121259e+00
-7.853981633974482790e-01,-2.617993877991495744e-01,1.432128449509445645e+01
-6.108652381980153034e-01,-2.617993877991495744e-01,2.377336029362760783e+01
-4.363323129985823279e-01,-2.617993877991495744e-01,3.330767027682128401e+01
-2.617993877991495744e-01,-2.617993877991495744e-01,4.141700870074662078e+01
-8.726646259971659880e-02,-2.617993877991495744e-01,4.615988518478656033e+01
8.726646259971637676e-02,-2.617993877991495744e-01,4.752600575896406099e+01
2.617993877991493523e-01,-2.617993877991495744e-01,4.336980089064354615e+01
4.363323129985823279e-01,-2.617993877991495744e-01,3.528452519574928203e+01
6.108652381980153034e-01,-2.617993877991495744e-01,2.631581694727330856e+01
7.853981633974482790e-01,-2.617993877991495744e-01,1.831913662734753601e+01
9.599310885968810325e-01,-2.617993877991495744e-01,1.317324620024061943e+01
1.134464013796313786e+00,-2.617993877991495744e-01,1.231592767004361200e+01
1.308996938995746984e+00,-2.617993877991495744e-01,1.598305703229928909e+01
1.483529864195180181e+00,-2.617993877991495744e-01,2.341560186007233213e+01
1.658062789394612935e+00,-2.617993877991495744e-01,3.306833293832788456e+01
1.832595714594045688e+00,-2.617993877991495744e-01,4.298020588118858143e+01
2.007128639793478886e+00,-2.617993877991495744e-01,5.197286932590560582e+01
2.181661564992912083e+00,-2.617993877991495744e-01,5.773130177367862359e+01
2.356194490192344837e+00,-2.617993877991495744e-01,5.899163239125783775e+01
2.530727415391777591e+00,-2.617993877991495744e-01,5.621666547217466814e+01
2.705260340591210344e+00,-2.617993877991495744e-01,4.968421991732274989e+01
2.879793265790643542e+00,-2.617993877991495744e-01,4.084830765640167272e+01
3.054326190990076739e+00,-2.617993877991495744e-01,3.191109603655667826e+01
-3.054326190990076739e+00,-8.726646259971659880e-02,2.516314686720175331e+01
-2.879793265790643986e+00,-8.726646259971659880e-02,1.767187828530675020e+01
-2.705260340591210788e+00,-8.726646259971659880e-02,1.234224563192992186e+01
-2.530727415391777591e+00,-8.726646259971659880e-02,9.127773686475659787e+00
-2.356194490192344837e+00,-8.726646259971659880e-02,7.397365336909042632e+00
-2.181661564992912083e+00,-8.726646259971659880e-02,6.251165647856559815e+00
-2.007128639793479330e+00,-8.726646259971659880e-02,4.864542262917703752e+00
-1.832595714594046132e+00,-8.726646259971659880e-02,3.377505701674645699e+00
-1.658062789394612935e+00,-8.726646259971659880e-02,2.217075258903737911e+00
-1.483529864195180181e+00,-8.726646259971659880e-02,1.120642451682563490e+00
-1.308996938995746984e+00,-8.726646259971659880e-02,1.327315526983161575e+00
-1.134464013796314230e+00,-8.726646259971659880e-02,4.174596076359629038e+00
-9.599310885968812546e-01,-8.726646259971659880e-02,9.924550288513536600e+00
-7.853981633974482790e-01,-8.726646259971659880e-02,1.826433754899783324e+01
-6.108652381980153034e-01,-8.726646259971659880e-02,2.787917396577596207e+01
-4.363323129985823279e-01,-8.726646259971659880e-02,3.702810441122220197e+01
-2.617993877991495744e-01,-8.726646259971659880e-02,4.475706221898025206e+01
-8.726646259971659880e-02,-8.726646259971659880e-02,4.937876894562519681e+01
8.726646259971637676e-02,-8.726646259971659880e-02,4.869755987335348379e+01
2.617993877991493523e-01,-8.726646259971659880e-02,4.355665060468237471e+01
4.363323129985823279e-01,-8.726646259971659880e-02,3.452499289950333861e+01
6.108652381980153034e-01,-8.726646259971659880e-02,2.516696130013587762e+01
7.853981633974482790e-01,-8.726646259971659880e-02,1.708579976738102602e+01
9.599310885968810325e-01,-8.726646259971659880e-02,1.201074628234971442e+01
1.134464013796313786e+00,-8.726646259971659880e-02,1.124282655429300704e+01
1.308996938995746984e+00,-8.726646259971659880e-02,1.508455272424298244e+01
1.483529864195180181e+00,-8.726646259971659880e-02,2.287033460456401812e+01
1.658062789394612935e+00,-8.726646259971659880e-02,3.272648292681667215e+01
1.832595714594045688e+00,-8.726646259971659880e-02,4.274595193697389561e+01
2.007128639793478886e+00,-8.726646259971659880e-02,5.230062484397593892e+01
2.181661564992912083e+00,-8.726646259971659880e-02,5.865196567855623755e+01
2.356194490192344837e+00,-8.726646259971659880e-02,6.112275421131907649e+01
2.530727415391777591e+00,-8.726646259971659880e-02,5.912606536412269520e+01
2.705260340591210344e+00,-8.726646259971659880e-02,5.298269390377659249e+01
2.879793265790643542e+00,-8.726646259971659880e-02,4.399808131878901918e+01
3.054326190990076739e+00,-8.726646259971659880e-02,3.444140163267937282e+01
-3.054326190990076739e+00,8.726646259971637676e-02,2.587076820046137371e+01
-2.879793265790643986e+00,8.726646259971637676e-02,1.742243337894819888e+01
-2.705260340591210788e+00,8.726646259971637676e-02,1.157529557242561324e+01
-2.530727415391777591e+00,8.726646259971637676e-02,8.198308774969387258e+00
-2.356194490192344837e+00,8.726646259971637676e-02,6.483625564830123977e+00
-2.181661564992912083e+00,8.726646259971637676e-02,5.584312664008523441e+00
-2.007128639793479330e+00,8.726646259971637676e-02,4.703725670552731941e+00
-1.832595714594046132e+00,8.726646259971637676e-02,3.531683799302467897e+00
-1.658062789394612935e+00,8.726646259971637676e-02,2.766526248862511750e+00
-1.483529864195180181e+00,8.726646259971637676e-02,2.358026291521384543e+00
-1.308996938995746984e+00,8.726646259971637676e-02,3.414765920379634778e+00
-1.134464013796314230e+00,8.726646259971637676e-02,7.120189439686091859e+00
-9.599310885968812546e-01,8.726646259971637676e-02,1.343033864578852210e+01
-7.853981633974482790e-01,8.726646259971637676e-02,2.193536410962612848e+01
-6.108652381980153034e-01,8.726646259971637676e-02,3.148684306807959388e+01
-4.363323129985823279e-01,8.726646259971637676e-02,4.081200122407503983e+01
-2.617993877991495744e-01,8.726646259971637676e-02,4.839952238658108286e+01
-8.726646259971659880e-02,8.726646259971637676e-02,5.170673829840994529e+01
8.726646259971637676e-02,8.726646259971637676e-02,4.923648934982288949e+01
2.617993877991493523e-01,8.726646259971637676e-02,4.223777182937497798e+01
4.363323129985823279e-01,8.726646259971637676e-02,3.298638881220084329e+01
6.108652381980153034e-01,8.726646259971637676e-02,2.330781781899280247e+01
7.853981633974482790e-01,8.726646259971637676e-02,1.507556076485138696e+01
9.599310885968810325e-01,8.726646259971637676e-02,9.876561112453311253e+00
1.134464013796313786e+00,8.726646259971637676e-02,9.507596666552426967e+00
1.308996938995746984e+00,8.726646259971637676e-02,1.412238081090613129e+01
1.483529864195180181e+00,8.726646259971637676e-02,2.249639369987669824e+01
1.658062789394612935e+00,8.726646259971637676e-02,3.265701562146256265e+01
1.832595714594045688e+00,8.726646259971637676e-02,4.320613035802473689e+01
2.007128639793478886e+00,8.726646259971637676e-02,5.316445585279161890e+01
2.181661564992912083e+00,8.726646259971637676e-02,6.067746892833920924e+01
2.356194490192344837e+00,8.726646259971637676e-02,6.392922345181855803e+01
2.530727415391777591e+00,8.726646259971637676e-02,6.292857894209235781e+01
2.705260340591210344e+00,8.726646259971637676e-02,5.709829713876052892e+01
2.879793265790643542e+00,8.726646259971637676e-02,4.752250289215056966e+01
3.054326190990076739e+00,8.726646259971637676e-02,3.665642424919400355e+01
-3.054326190990076739e+00,2.617993877991493523e-01,2.568020102167648133e+01
-2.879793265790643986e+00,2.617993877991493523e-01,1.684941654855561666e+01
-2.705260340591210788e+00,2.617993877991493523e-01,1.104055806716282717e+01
-2.530727415391777591e+00,2.617993877991493523e-01,7.786697294611975906e+00
-2.356194490192344837e+00,2.617993877991493523e-01,6.205650088358446226e+00
-2.181661564992912083e+00,2.617993877991493523e-01,5.541173124358333979e+00
-2.007128639793479330e+00,2.617993877991493523e-01,4.816629293363731357e+00
-1.832595714594046132e+00,2.617993877991493523e-01,4.191246240332652917e+00
-1.658062789394612935e+00,2.617993877991493523e-01,3.876152927524287861e+00
-1.483529864195180181e+00,2.617993877991493523e-01,3.969453730570302596e+00
-1.308996938995746984e+00,2.617993877991493523e-01,5.415619168961560703e+00
-1.134464013796314230e+00,2.617993877991493523e-01,9.479246281347016634e+00
-9.599310885968812546e-01,2.617993877991493523e-01,1.613766879901588425e+01
-7.853981633974482790e-01,2.617993877991493523e-01,2.482353876262158821e+01
-6.108652381980153034e-01,2.617993877991493523e-01,3.471316647561575053e+01
-4.363323129985823279e-01,2.617993877991493523e-01,4.342606857490335415e+01
-2.617993877991495744e-01,2.617993877991493523e-01,5.067663705325553281e+01
-8.726646259971659880e-02,2.617993877991493523e-01,5.226242321162973781e+01
8.726646259971637676e-02,2.617993877991493523e-01,4.838799978849085903e+01
2.617993877991493523e-01,2.617993877991493523e-01,4.069373083009384828e+01
4.363323129985823279e-01,2.617993877991493523e-01,3.098523660923307688e+01
6.108652381980153034e-01,2.617993877991493523e-01,2.096135061370511821e+01
7.853981633974482790e-01,2.617993877991493523e-01,1.268496843834283183e+01
9.599310885968810325e-01,2.617993877991493523e-01,7.981475107808304159e+00
1.134464013796313786e+00,2.617993877991493523e-01,8.564259333995146051e+00
1.308996938995746984e+00,2.617993877991493523e-01,1.397987891593774279e+01
1.483529864195180181e+00,2.617993877991493523e-01,2.273556180642782465e+01
1.658062789394612935e+00,2.617993877991493523e-01,3.329368560752243411e+01
1.832595714594045688e+00,2.617993877991493523e-01,4.419457841863737713e+01
2.007128639793478886e+00,2.617993877991493523e-01,5.459769417103397871e+01
2.181661564992912083e+00,2.617993877991493523e-01,6.245564948737485622e+01
2.356194490192344837e+00,2.617993877991493523e-01,6.682143761478626232e+01
2.530727415391777591e+00,2.617993877991493523e-01,6.631510148379028635e+01
2.705260340591210344e+00,2.617993877991493523e-01,5.991727783226605197e+01
2.879793265790643542e+00,2.617993877991493523e-01,4.911974013351520796e+01
3.054326190990076739e+00,2.617993877991493523e-01,3.718951318471860645e+01
-3.054326190990076739e+00,4.363323129985823279e-01,2.600278464045812044e+01
-2.879793265790643986e+00,4.363323129985823279e-01,1.676854935550120018e+01
-2.705260340591210788e+00,4.363323129985823279e-01,1.100025883028512652e+01
-2.530727415391777591e+00,4.363323129985823279e-01,7.875514150578373673e+00
-2.356194490192344837e+00,4.363323129985823279e-01,6.553817539037371631e+00
-2.181661564992912083e+00,4.363323129985823279e-01,6.142665861881390299e+00
-2.007128639793479330e+00,4.363323129985823279e-01,5.806483562861550318e+00
-1.832595714594046132e+00,4.363323129985823279e-01,5.369285116323091245e+00
-1.658062789394612935e+00,4.363323129985823279e-01,5.170823857649348376e+00
-1.483529864195180181e+00,4.363323129985823279e-01,5.417227532725589434e+00
-1.308996938995746984e+00,4.363323129985823279e-01,7.136224078711071783e+00
-1.134464013796314230e+00,4.363323129985823279e-01,1.119812384598329835e+01
-9.599310885968812546e-01,4.363323129985823279e-01,1.814594815510493930e+01
-7.853981633974482790e-01,4.363323129985823279e-01,2.712500121085346194e+01
-6.108652381980153034e-01,4.363323129985823279e-01,3.696302790107170466e+01
-4.363323129985823279e-01,4.363323129985823279e-01,4.549544196516531258e+01
-2.617993877991495744e-01,4.363323129985823279e-01,5.123668377449412503e+01
-8.726646259971659880e-02,4.363323129985823279e-01,5.177820307767150609e+01
8.726646259971637676e-02,4.363323129985823279e-01,4.714128692448120717e+01
2.617993877991493523e-01,4.363323129985823279e-01,3.814995652553483296e+01
4.363323129985823279e-01,4.363323129985823279e-01,2.782320140722682922e+01
6.108652381980153034e-01,4.363323129985823279e-01,1.761296028830054539e+01
7.853981633974482790e-01,4.363323129985823279e-01,1.003299284612232256e+01
9.599310885968810325e-01,4.363323129985823279e-01,6.862065654991207353e+00
1.134464013796313786e+00,4.363323129985823279e-01,8.654780386103878342e+00
